area_terreno,area_construida,area_ocupada,ano_construcao,quantidade_pavimentos,valor_venal,valor_m2_construcao,bairro,valor_iptu_ano,area_privativa,vagas,quartos,banheiros,valor_condominio,valor_aluguel,preco,academia,cafe,farmacia,padaria,restaurantes,shopping,supermercado,area_comercial,area_industrial_logistico,area_outros,area_residencial,area_servico,caminhabilidade,metro_distancia,metro_linha,metro_estacao
450,104,350,1974,7,304679,2139,BAIRRO014,235.489,64,1,2,2,466,2057,462206,26.0,9.0,0.0,5.0,38.0,0.0,1.0,3.79,0.0,5.51,84.2,6.5,Região com ruas íngremes,1707.0,LINHA003,ESTACAO017
849,95,762,2001,18,341407,2139,BAIRRO014,671.2,46,1,2,1,780,2251,424296,24.0,8.0,0.0,6.0,37.0,0.0,2.0,3.79,0.0,5.51,84.2,6.5,Região com ruas íngremes,1680.0,LINHA003,ESTACAO017
1550,71,377,1980,15,221986,2139,BAIRRO014,977.429,57,1,2,2,640,1615,391057,24.0,8.0,0.0,6.0,35.0,0.0,2.0,3.79,0.0,5.51,84.2,6.5,Região com ruas íngremes,1666.0,LINHA003,ESTACAO017
1100,272,1089,2001,18,1073590,2497,BAIRRO014,7067.54,143,3,4,5,1576,4874,1250362,24.0,8.0,0.0,5.0,36.0,0.0,2.0,3.79,0.0,5.51,84.2,6.5,Região com ruas íngremes,1650.0,LINHA003,ESTACAO017
400,171,300,1956,6,490055,2139,BAIRRO008,2472.38,111,1,2,2,967,2840,813665,8.0,0.0,0.0,5.0,13.0,0.0,0.0,2.36,0.0,4.52,87.76,5.36,Região Plana - Confortável para caminhar,1505.0,LINHA005,ESTACAO006
1966,569,480,1986,13,3819840,3092,BAIRRO008,31776.1,294,4,4,5,5760,12943,3663574,11.0,3.0,0.0,4.0,19.0,0.0,2.0,5.24,0.0,6.44,85.93,2.4,Região Plana - Confortável para caminhar,1541.0,LINHA005,ESTACAO006
1966,1085,480,1986,13,7579820,3599,BAIRRO008,70380.8,538,6,4,6,10540,23685,8027718,11.0,3.0,0.0,4.0,19.0,0.0,2.0,5.24,0.0,6.44,85.93,2.4,Região Plana - Confortável para caminhar,1541.0,LINHA005,ESTACAO006
1352,421,230,1991,14,2685130,3092,BAIRRO008,22250.2,233,3,3,4,3890,11642,3653487,11.0,3.0,0.0,3.0,19.0,0.0,2.0,4.06,0.0,4.49,86.99,4.46,Região Plana - Confortável para caminhar,1528.0,LINHA005,ESTACAO006
1352,761,230,1991,14,5266280,3599,BAIRRO008,48763.0,318,4,4,4,5309,15889,5501322,11.0,3.0,0.0,3.0,19.0,0.0,2.0,4.06,0.0,4.49,86.99,4.46,Região Plana - Confortável para caminhar,1528.0,LINHA005,ESTACAO006
4740,285,3792,2007,27,1566150,3092,BAIRRO008,11656.3,157,3,2,2,2200,15000,1500894,13.0,5.0,1.0,5.0,27.0,0.0,2.0,5.8,0.0,6.12,78.58,9.49,Áreas planas ou com declividades muito suaves,1634.0,LINHA005,ESTACAO006
4740,352,3792,2007,27,1933040,3092,BAIRRO008,14960.5,198,3,2,4,2775,18917,1860551,13.0,5.0,1.0,5.0,27.0,0.0,2.0,5.8,0.0,6.12,78.58,9.49,Áreas planas ou com declividades muito suaves,1634.0,LINHA005,ESTACAO006
3319,89,2429,2006,26,393465,2497,BAIRRO008,2040.16,47,1,1,1,621,5288,736197,14.0,5.0,1.0,5.0,29.0,0.0,2.0,5.8,0.0,6.12,78.58,9.49,Áreas planas ou com declividades muito suaves,1614.0,LINHA005,ESTACAO006
3319,94,2429,2006,26,413202,2497,BAIRRO008,2160.36,50,2,2,1,661,5626,741585,14.0,5.0,1.0,5.0,29.0,0.0,2.0,5.8,0.0,6.12,78.58,9.49,Áreas planas ou com declividades muito suaves,1614.0,LINHA005,ESTACAO006
1725,287,1398,2014,29,1261010,2497,BAIRRO008,8747.82,157,3,2,4,2240,10274,1207660,17.0,5.0,1.0,6.0,30.0,0.0,2.0,4.4,0.19,2.82,87.86,4.73,Áreas planas ou com declividades muito suaves,1607.0,LINHA005,ESTACAO006
1725,315,1398,2014,29,1374730,2497,BAIRRO008,9744.22,182,3,2,3,2597,11910,2861538,17.0,5.0,1.0,6.0,30.0,0.0,2.0,4.4,0.19,2.82,87.86,4.73,Áreas planas ou com declividades muito suaves,1607.0,LINHA005,ESTACAO006
1165,111,204,1986,14,525272,2497,BAIRRO003,3058.05,51,1,1,1,1200,2318,476103,19.0,6.0,1.0,7.0,33.0,0.0,2.0,3.86,0.25,1.64,85.92,8.33,Região Plana - Confortável para caminhar,1660.0,LINHA005,ESTACAO006
750,132,500,1974,10,380003,2139,BAIRRO003,1192.83,77,1,2,2,883,2817,610359,22.0,5.0,1.0,7.0,30.0,0.0,2.0,2.91,0.24,1.94,90.37,4.54,Região Plana - Confortável para caminhar,1775.0,LINHA005,ESTACAO006
2506,79,2057,2004,30,374750,2497,BAIRRO003,1831.85,50,1,1,1,954,4052,612006,24.0,6.0,2.0,6.0,24.0,0.0,1.0,3.21,0.15,2.94,89.25,4.46,Região Plana - Confortável para caminhar,1853.0,LINHA005,ESTACAO006
2506,110,2057,2004,30,525792,2497,BAIRRO003,2696.27,73,2,2,2,1393,5916,928556,24.0,6.0,2.0,6.0,24.0,0.0,1.0,3.21,0.15,2.94,89.25,4.46,Região Plana - Confortável para caminhar,1853.0,LINHA005,ESTACAO006
1510,158,302,1978,19,687510,2139,BAIRRO003,3851.63,95,1,3,2,1035,4917,819378,23.0,6.0,1.0,5.0,22.0,0.0,1.0,2.94,0.09,3.96,88.75,4.25,Áreas planas ou com declividades muito suaves,1865.0,LINHA005,ESTACAO006
1582,151,356,1991,20,636699,2497,BAIRRO003,3795.79,79,1,2,2,873,4294,765280,23.0,5.0,1.0,5.0,21.0,0.0,1.0,2.94,0.09,3.96,88.75,4.25,Áreas planas ou com declividades muito suaves,1893.0,LINHA005,ESTACAO006
682,267,682,1993,18,1331570,2497,BAIRRO003,8616.64,141,2,3,4,2760,6242,1413689,21.0,5.0,1.0,5.0,18.0,0.0,2.0,2.94,0.09,3.96,88.75,4.25,Áreas planas ou com declividades muito suaves,1908.0,LINHA005,ESTACAO006
682,425,682,1993,18,2287010,3092,BAIRRO003,17443.1,266,2,3,2,5207,11776,3473829,21.0,5.0,1.0,5.0,18.0,0.0,2.0,2.94,0.09,3.96,88.75,4.25,Áreas planas ou com declividades muito suaves,1908.0,LINHA005,ESTACAO006
4280,428,1370,2012,23,2411630,3092,BAIRRO011,18946.6,250,4,4,5,2500,11199,3260909,14.0,3.0,2.0,2.0,15.0,0.0,1.0,3.59,0.22,3.65,90.5,2.04,Região com ruas íngremes,1962.0,LINHA003,ESTACAO011
4280,443,1370,2012,23,2778800,3092,BAIRRO011,22612.3,251,4,4,5,2510,11244,3354273,14.0,3.0,2.0,2.0,15.0,0.0,1.0,3.59,0.22,3.65,90.5,2.04,Região com ruas íngremes,1962.0,LINHA003,ESTACAO011
1200,202,956,2009,15,910377,2497,BAIRRO011,5559.3,116,3,3,4,1450,4223,1008485,14.0,3.0,2.0,1.0,12.0,0.0,1.0,3.59,0.22,3.65,90.5,2.04,Região com ruas íngremes,1998.0,LINHA004,ESTACAO011
2964,270,2064,2014,24,1301110,2497,BAIRRO011,8633.53,101,2,3,3,1342,6031,1162584,12.0,2.0,2.0,1.0,10.0,0.0,1.0,3.59,0.22,3.65,90.5,2.04,Região com ruas íngremes,1415.0,LINHA004,ESTACAO023
2964,282,2064,2014,24,1985780,2497,BAIRRO011,14502.8,162,3,4,4,2153,9673,1597149,12.0,2.0,2.0,1.0,10.0,0.0,1.0,3.59,0.22,3.65,90.5,2.04,Região com ruas íngremes,1415.0,LINHA004,ESTACAO023
588,153,146,1983,8,487022,2139,BAIRRO011,2439.41,63,1,2,2,1091,2327,485550,12.0,1.0,2.0,1.0,9.0,0.0,1.0,4.86,0.14,5.5,83.58,5.91,Região com ruas íngremes,1391.0,LINHA004,ESTACAO023
1184,85,936,2018,17,368551,2139,BAIRRO011,1624.15,58,1,1,2,390,2761,502351,12.0,1.0,2.0,1.0,11.0,0.0,1.0,3.59,0.22,3.65,90.5,2.04,Região com ruas íngremes,1424.0,LINHA004,ESTACAO023
1184,121,936,2018,17,499665,2139,BAIRRO011,2323.01,78,1,1,1,524,3713,597151,12.0,1.0,2.0,1.0,11.0,0.0,1.0,3.59,0.22,3.65,90.5,2.04,Região com ruas íngremes,1424.0,LINHA004,ESTACAO023
1190,133,910,2015,14,524468,2139,BAIRRO011,2559.4,75,1,2,1,758,2552,684112,12.0,1.0,2.0,1.0,11.0,0.0,0.0,4.86,0.14,5.5,83.58,5.91,Região com ruas íngremes,1403.0,LINHA004,ESTACAO023
1190,203,910,2015,14,764804,2139,BAIRRO011,4140.27,120,2,2,3,1213,4083,1173991,12.0,1.0,2.0,1.0,11.0,0.0,0.0,4.86,0.14,5.5,83.58,5.91,Região com ruas íngremes,1403.0,LINHA004,ESTACAO023
880,120,740,1998,11,426039,2139,BAIRRO011,1368.47,70,1,2,2,926,2684,545126,10.0,1.0,1.0,1.0,6.0,0.0,0.0,4.86,0.14,5.5,83.58,5.91,Região com ruas íngremes,1562.0,LINHA004,ESTACAO023
2071,313,1496,2016,19,1421340,2497,BAIRRO011,9797.88,156,3,4,2,1551,6057,1789117,8.0,1.0,1.0,1.0,5.0,0.0,0.0,4.86,0.14,5.5,83.58,5.91,Região com ruas íngremes,1609.0,LINHA004,ESTACAO023
2071,460,1496,2016,19,2042240,2497,BAIRRO011,15209.9,334,3,5,3,3321,12968,4973162,8.0,1.0,1.0,1.0,5.0,0.0,0.0,4.86,0.14,5.5,83.58,5.91,Região com ruas íngremes,1609.0,LINHA004,ESTACAO023
2500,137,2373,2007,19,487360,2139,BAIRRO011,1656.82,78,2,3,2,730,3024,689814,10.0,0.0,0.0,4.0,4.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1959.0,LINHA004,ESTACAO004
2500,145,2373,2007,19,516731,2139,BAIRRO011,2505.74,84,2,3,3,786,3257,773260,10.0,0.0,0.0,4.0,4.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1959.0,LINHA004,ESTACAO004
2799,142,2799,2000,21,446671,2139,BAIRRO011,1493.06,74,2,3,2,600,2574,580910,10.0,0.0,0.0,6.0,4.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1934.0,LINHA004,ESTACAO004
2799,373,2799,2000,21,1335270,2497,BAIRRO011,9528.42,249,5,4,5,2019,8661,2103831,10.0,0.0,0.0,6.0,4.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1934.0,LINHA004,ESTACAO004
1410,96,301,1978,16,282125,2139,BAIRRO011,159.465,70,1,2,2,679,3044,449704,7.0,0.0,0.0,6.0,7.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1897.0,LINHA004,ESTACAO004
1534,111,353,1981,16,348871,2139,BAIRRO011,626.3430000000001,80,1,2,2,798,2650,519796,12.0,0.0,0.0,7.0,6.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1916.0,LINHA004,ESTACAO004
1288,96,390,1977,16,270979,2139,BAIRRO011,133.086,70,1,2,2,626,1976,453078,9.0,0.0,0.0,7.0,7.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1891.0,LINHA004,ESTACAO004
1420,100,316,1979,16,307033,2139,BAIRRO011,346.09,79,1,3,2,697,2405,537314,8.0,0.0,0.0,7.0,7.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1876.0,LINHA004,ESTACAO004
1793,111,349,1982,16,353321,2139,BAIRRO011,723.451,84,1,2,1,792,2599,525350,8.0,0.0,0.0,7.0,8.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1868.0,LINHA004,ESTACAO004
1309,111,349,1983,16,333927,2139,BAIRRO011,481.772,83,1,2,1,802,2531,525350,8.0,0.0,0.0,7.0,8.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1856.0,LINHA004,ESTACAO004
3280,115,973,1998,17,378895,2139,BAIRRO011,1078.94,67,1,3,2,604,2532,546470,8.0,0.0,0.0,7.0,7.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1873.0,LINHA004,ESTACAO004
3280,189,973,1998,17,600752,2139,BAIRRO011,3069.84,80,1,3,2,721,3023,724932,8.0,0.0,0.0,7.0,7.0,0.0,1.0,4.08,1.85,3.29,87.38,3.4,Região com ruas íngremes,1873.0,LINHA004,ESTACAO004
4586,81,704,1983,15,247618,2139,BAIRRO011,256.676,42,1,1,1,450,1923,340057,4.0,2.0,0.0,1.0,8.0,0.0,1.0,4.88,0.29,1.97,90.49,2.38,Região com ruas íngremes,1908.0,LINHA003,ESTACAO011
4586,102,704,1983,15,312483,2139,BAIRRO011,548.011,60,1,2,1,643,2747,521907,4.0,2.0,0.0,1.0,8.0,0.0,1.0,4.88,0.29,1.97,90.49,2.38,Região com ruas íngremes,1908.0,LINHA003,ESTACAO011
1837,625,1320,2007,16,4357380,3599,BAIRRO006,37381.5,308,5,4,6,5365,12995,4193978,6.0,3.0,1.0,1.0,8.0,0.0,1.0,4.27,0.25,3.63,88.39,3.46,Região Plana - Confortável para caminhar,1852.0,LINHA003,ESTACAO003
1837,661,1320,2007,16,4610220,3599,BAIRRO006,39796.9,417,6,3,4,7264,17594,7801936,6.0,3.0,1.0,1.0,8.0,0.0,1.0,4.27,0.25,3.63,88.39,3.46,Região Plana - Confortável para caminhar,1852.0,LINHA003,ESTACAO003
5155,1238,3229,2016,28,8276700,3599,BAIRRO006,79074.1,632,7,4,7,5840,11636,8138755,5.0,3.0,1.0,1.0,8.0,0.0,1.0,3.62,0.0,29.06,62.61,4.7,Região Plana - Confortável para caminhar,1818.0,LINHA003,ESTACAO003
5155,2534,3229,2016,28,15983100,3599,BAIRRO006,159910.0,1627,11,4,8,15034,29955,14117905,5.0,3.0,1.0,1.0,8.0,0.0,1.0,3.62,0.0,29.06,62.61,4.7,Região Plana - Confortável para caminhar,1818.0,LINHA003,ESTACAO003
2324,786,1404,2017,22,5294870,3599,BAIRRO006,48629.7,340,4,3,5,5931,12753,5154712,6.0,3.0,1.0,1.0,7.0,0.0,0.0,4.11,0.22,3.55,87.78,4.34,Região Plana - Confortável para caminhar,1869.0,LINHA003,ESTACAO003
2324,1139,1404,2017,22,7538630,3599,BAIRRO006,71321.8,544,5,4,6,9490,20405,7250388,6.0,3.0,1.0,1.0,7.0,0.0,0.0,4.11,0.22,3.55,87.78,4.34,Região Plana - Confortável para caminhar,1869.0,LINHA003,ESTACAO003
650,67,641,1976,13,181962,2139,BAIRRO006,833.7539999999999,52,1,2,1,900,2143,386734,19.0,8.0,2.0,3.0,17.0,0.0,0.0,2.02,0.0,15.87,31.43,50.68,Região com ruas íngremes,1902.0,LINHA003,ESTACAO003
2260,97,1323,2014,15,435240,2139,BAIRRO006,1370.17,42,1,1,2,456,3000,462282,15.0,4.0,0.0,4.0,9.0,0.0,2.0,1.3,0.07,6.42,84.15,8.06,Região com ruas íngremes,1235.0,LINHA003,ESTACAO009
2260,179,1323,2014,15,760560,2139,BAIRRO006,4087.32,93,2,2,2,1010,6643,995464,15.0,4.0,0.0,4.0,9.0,0.0,2.0,1.3,0.07,6.42,84.15,8.06,Região com ruas íngremes,1235.0,LINHA003,ESTACAO009
1842,198,1842,2010,13,902149,2497,BAIRRO006,5613.45,100,2,3,3,1084,3810,883171,15.0,5.0,0.0,6.0,11.0,0.0,2.0,1.3,0.07,6.42,84.15,8.06,Região com ruas íngremes,1259.0,LINHA003,ESTACAO009
1842,361,1842,1994,13,1502680,2497,BAIRRO006,10636.7,167,3,4,3,1810,6363,1493087,15.0,5.0,0.0,6.0,11.0,0.0,2.0,1.3,0.07,6.42,84.15,8.06,Região com ruas íngremes,1259.0,LINHA003,ESTACAO009
949,343,722,1993,12,1501060,2497,BAIRRO006,10487.3,167,3,4,5,2000,5851,1295848,14.0,2.0,0.0,6.0,11.0,0.0,2.0,1.3,0.07,6.42,84.15,8.06,Região com ruas íngremes,1290.0,LINHA003,ESTACAO009
949,568,722,1993,12,2439880,2497,BAIRRO006,18981.5,300,3,4,5,3593,10511,2977282,14.0,2.0,0.0,6.0,11.0,0.0,2.0,1.3,0.07,6.42,84.15,8.06,Região com ruas íngremes,1290.0,LINHA003,ESTACAO009
1687,437,434,1991,10,1990080,3092,BAIRRO012,16074.8,217,3,3,4,2500,7463,1731497,9.0,3.0,0.0,2.0,7.0,0.0,1.0,4.5,0.0,3.49,90.4,1.61,Região com ruas íngremes,650.0,LINHA003,ESTACAO012
1687,696,434,1991,10,3453740,3599,BAIRRO012,31559.2,420,4,4,4,4839,14445,4420264,9.0,3.0,0.0,2.0,7.0,0.0,1.0,4.5,0.0,3.49,90.4,1.61,Região com ruas íngremes,650.0,LINHA003,ESTACAO012
627,489,130,2000,9,2561950,2497,BAIRRO012,20513.8,210,3,3,4,3265,8643,2299452,9.0,3.0,0.0,2.0,6.0,0.0,1.0,4.5,0.0,3.49,90.4,1.61,Região com ruas íngremes,647.0,LINHA003,ESTACAO012
627,632,130,2000,9,3235440,2497,BAIRRO012,27142.4,310,4,3,7,4820,12759,3746444,9.0,3.0,0.0,2.0,6.0,0.0,1.0,4.5,0.0,3.49,90.4,1.61,Região com ruas íngremes,647.0,LINHA003,ESTACAO012
447,120,240,1971,12,411541,2139,BAIRRO011,1200.53,84,1,2,2,1219,2910,626214,15.0,16.0,1.0,4.0,21.0,0.0,2.0,13.21,0.05,6.16,51.54,29.04,Região com ruas íngremes,1189.0,LINHA003,ESTACAO009
3371,148,3281,1966,13,529882,2139,BAIRRO011,2602.86,106,1,3,2,1041,4123,812563,13.0,22.0,1.0,5.0,30.0,0.0,1.0,12.22,0.05,7.19,44.66,35.88,Áreas planas ou com declividades muito suaves,1409.0,LINHA003,ESTACAO009
3371,240,3281,1966,13,927027,2139,BAIRRO011,5235.89,160,1,3,2,1571,6223,1287548,13.0,22.0,1.0,5.0,30.0,0.0,1.0,12.22,0.05,7.19,44.66,35.88,Áreas planas ou com declividades muito suaves,1409.0,LINHA003,ESTACAO009
1950,157,1362,2010,15,719124,2139,BAIRRO011,3802.78,88,2,3,1,1030,4101,837251,8.0,10.0,1.0,3.0,25.0,0.0,0.0,13.01,1.3,5.98,58.62,21.09,Áreas planas ou com declividades muito suaves,1857.0,LINHA004,ESTACAO014
1100,59,500,1972,12,157637,2139,BAIRRO011,721.154,39,0,2,1,590,1542,371389,11.0,11.0,2.0,6.0,27.0,0.0,0.0,13.01,1.3,5.98,58.62,21.09,Áreas planas ou com declividades muito suaves,1899.0,LINHA004,ESTACAO014
1100,118,500,1972,12,287594,2139,BAIRRO011,221.007,50,1,2,1,756,1977,393509,11.0,11.0,2.0,6.0,27.0,0.0,0.0,13.01,1.3,5.98,58.62,21.09,Áreas planas ou com declividades muito suaves,1899.0,LINHA004,ESTACAO014
583,56,300,1975,12,149200,2139,BAIRRO011,674.8969999999999,46,0,1,1,770,1660,364895,15.0,8.0,1.0,6.0,21.0,0.0,1.0,6.19,0.05,7.27,64.31,22.18,Região com leve declive,1728.0,LINHA003,ESTACAO011
744,92,300,1970,16,226418,2139,BAIRRO011,1025.68,76,1,3,2,808,2583,516561,11.0,7.0,1.0,5.0,16.0,0.0,1.0,6.19,0.05,7.27,64.31,22.18,Região com leve declive,1791.0,LINHA003,ESTACAO011
744,115,300,1970,16,284826,2139,BAIRRO011,124.094,92,1,3,2,978,3127,596085,11.0,7.0,1.0,5.0,16.0,0.0,1.0,6.19,0.05,7.27,64.31,22.18,Região com leve declive,1791.0,LINHA003,ESTACAO011
1404,381,700,1983,12,1478690,2497,BAIRRO008,10721.5,259,4,4,6,3384,9604,3209967,8.0,0.0,0.0,5.0,13.0,0.0,0.0,2.36,0.0,4.52,87.76,5.36,Região Plana - Confortável para caminhar,1507.0,LINHA005,ESTACAO006
1404,734,700,1983,12,4795180,3599,BAIRRO008,43741.5,501,6,4,5,6546,18578,6855289,8.0,0.0,0.0,5.0,13.0,0.0,0.0,2.36,0.0,4.52,87.76,5.36,Região Plana - Confortável para caminhar,1507.0,LINHA005,ESTACAO006
1443,702,1124,1995,9,4687870,3599,BAIRRO008,42907.3,347,5,4,5,5378,11320,6970000,8.0,0.0,0.0,5.0,13.0,0.0,0.0,2.36,0.0,4.52,87.76,5.36,Região Plana - Confortável para caminhar,1538.0,LINHA005,ESTACAO006
1443,1103,1124,1995,9,6765250,3599,BAIRRO008,64826.0,695,6,4,5,10771,22673,10149700,8.0,0.0,0.0,5.0,13.0,0.0,0.0,2.36,0.0,4.52,87.76,5.36,Região Plana - Confortável para caminhar,1538.0,LINHA005,ESTACAO006
1454,730,359,1987,9,3659430,2497,BAIRRO008,30804.7,355,5,3,4,4793,10805,3659430,8.0,0.0,0.0,5.0,13.0,0.0,1.0,2.36,0.0,4.52,87.76,5.36,Região Plana - Confortável para caminhar,1584.0,LINHA005,ESTACAO006
908,547,832,1992,11,3407950,3092,BAIRRO008,27983.3,272,4,4,2,5500,10500,4532143,8.0,2.0,0.0,6.0,15.0,0.0,2.0,5.89,0.0,1.86,84.69,7.56,Região Plana - Confortável para caminhar,1676.0,LINHA005,ESTACAO006
908,996,832,1992,11,6513010,3599,BAIRRO008,60479.0,544,6,5,6,11000,21000,10621571,8.0,2.0,0.0,6.0,15.0,0.0,2.0,5.89,0.0,1.86,84.69,7.56,Região Plana - Confortável para caminhar,1676.0,LINHA005,ESTACAO006
1943,771,1587,2000,21,5141970,3599,BAIRRO008,46523.7,447,5,4,6,6183,13392,4945365,9.0,2.0,0.0,6.0,21.0,0.0,2.0,2.46,0.0,2.41,91.72,3.41,Região Plana - Confortável para caminhar,1720.0,LINHA005,ESTACAO006
1943,1409,1587,2000,21,9247350,3599,BAIRRO008,87467.4,871,8,5,9,12048,26095,12251738,9.0,2.0,0.0,6.0,21.0,0.0,2.0,2.46,0.0,2.41,91.72,3.41,Região Plana - Confortável para caminhar,1720.0,LINHA005,ESTACAO006
2775,555,2099,1989,19,3301500,3092,BAIRRO008,26644.5,295,4,4,5,4683,13823,3155846,9.0,2.0,0.0,6.0,17.0,0.0,2.0,5.35,0.0,5.63,77.78,11.24,Região Plana - Confortável para caminhar,1934.0,LINHA005,ESTACAO006
2775,945,2099,1989,19,8030850,3599,BAIRRO008,70406.0,534,5,4,5,8477,25022,9442893,9.0,2.0,0.0,6.0,17.0,0.0,2.0,5.35,0.0,5.63,77.78,11.24,Região Plana - Confortável para caminhar,1934.0,LINHA005,ESTACAO006
1550,830,1196,1997,15,5070260,3599,BAIRRO008,46380.5,385,7,4,5,6523,12242,4855749,13.0,1.0,0.0,5.0,16.0,0.0,3.0,5.35,0.0,5.63,77.78,11.24,Região Plana - Confortável para caminhar,1967.0,LINHA005,ESTACAO006
6187,184,1472,1980,21,717150,2139,BAIRRO008,3999.3,128,1,3,3,1250,7000,1491714,16.0,4.0,0.0,3.0,19.0,0.0,2.0,6.48,0.32,3.44,59.3,30.46,Região Plana - Confortável para caminhar,1677.0,LINHA005,ESTACAO007
1726,546,1428,1992,17,3521190,3092,BAIRRO008,28874.1,233,4,4,4,4300,13441,3941214,9.0,0.0,0.0,4.0,13.0,0.0,0.0,7.36,0.0,4.12,75.6,12.93,Região Plana - Confortável para caminhar,1976.0,LINHA005,ESTACAO006
1726,942,1428,1992,17,5886030,3599,BAIRRO008,54767.9,454,5,4,5,8379,26190,8475834,9.0,0.0,0.0,4.0,13.0,0.0,0.0,7.36,0.0,4.12,75.6,12.93,Região Plana - Confortável para caminhar,1976.0,LINHA005,ESTACAO006
1000,399,790,2008,13,3018070,3092,BAIRRO008,23573.3,258,3,3,4,4186,10316,4363620,12.0,1.0,0.0,4.0,15.0,0.0,0.0,5.35,0.0,5.63,77.78,11.24,Região Plana - Confortável para caminhar,1989.0,LINHA005,ESTACAO006
1000,476,790,2008,13,3696850,3092,BAIRRO008,29706.9,360,4,3,5,5841,14394,6716480,12.0,1.0,0.0,4.0,15.0,0.0,0.0,5.35,0.0,5.63,77.78,11.24,Região Plana - Confortável para caminhar,1989.0,LINHA005,ESTACAO006
4163,1148,1185,1990,16,8396500,3599,BAIRRO008,77010.3,675,5,5,6,6062,12017,9576923,11.0,2.0,0.0,4.0,15.0,0.0,2.0,3.74,0.0,4.32,86.39,5.55,Região Plana - Confortável para caminhar,1581.0,LINHA005,ESTACAO007
1017,415,218,1985,12,2576970,3092,BAIRRO008,20542.5,191,3,3,4,2676,8022,3319197,8.0,4.0,0.0,6.0,22.0,0.0,3.0,5.71,0.0,8.54,74.92,10.83,Região Plana - Confortável para caminhar,1976.0,LINHA005,ESTACAO006
1017,728,218,1985,12,4706970,3599,BAIRRO008,42998.0,389,4,3,2,5450,16338,4994618,8.0,4.0,0.0,6.0,22.0,0.0,3.0,5.71,0.0,8.54,74.92,10.83,Região Plana - Confortável para caminhar,1976.0,LINHA005,ESTACAO006
2136,236,537,1979,14,1523640,2497,BAIRRO008,9709.25,150,3,4,4,2936,8745,1901108,8.0,4.0,0.0,6.0,22.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1991.0,LINHA005,ESTACAO006
2136,437,537,1979,14,2608960,2497,BAIRRO008,18671.7,299,2,3,4,5852,17432,5277803,8.0,4.0,0.0,6.0,22.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1991.0,LINHA005,ESTACAO006
1014,397,206,1983,12,2500840,3092,BAIRRO008,19875.6,181,3,3,3,3009,8131,2737663,9.0,4.0,0.0,5.0,23.0,0.0,3.0,5.71,0.0,8.54,74.92,10.83,Região Plana - Confortável para caminhar,1969.0,LINHA005,ESTACAO006
1014,672,206,1983,12,4293390,3599,BAIRRO008,38690.5,357,3,3,4,5935,16037,5961520,9.0,4.0,0.0,5.0,23.0,0.0,3.0,5.71,0.0,8.54,74.92,10.83,Região Plana - Confortável para caminhar,1969.0,LINHA005,ESTACAO006
1777,447,242,1982,17,2783670,3092,BAIRRO008,23358.2,240,3,4,4,4300,11429,4242857,9.0,4.0,0.0,4.0,20.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1432.0,LINHA005,ESTACAO007
1777,833,242,1982,17,5573190,3599,BAIRRO008,52831.9,447,5,4,6,8009,21287,5931467,9.0,4.0,0.0,4.0,20.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1432.0,LINHA005,ESTACAO007
672,304,629,1991,11,2042420,3092,BAIRRO008,14780.1,159,3,3,4,3033,8373,2636245,9.0,4.0,0.0,4.0,23.0,0.0,3.0,5.71,0.0,8.54,74.92,10.83,Região Plana - Confortável para caminhar,1958.0,LINHA005,ESTACAO006
672,599,629,1991,11,3939170,3092,BAIRRO008,32654.7,312,4,4,4,5952,16430,4789286,9.0,4.0,0.0,4.0,23.0,0.0,3.0,5.71,0.0,8.54,74.92,10.83,Região Plana - Confortável para caminhar,1958.0,LINHA005,ESTACAO006
940,437,223,1988,10,3135980,3092,BAIRRO008,23840.0,229,3,4,4,4348,10576,3723194,9.0,4.0,0.0,4.0,21.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1983.0,LINHA005,ESTACAO006
940,783,223,1988,10,6019130,3599,BAIRRO008,52007.6,458,5,4,4,8696,21152,8210121,9.0,4.0,0.0,4.0,21.0,0.0,3.0,4.11,0.0,4.69,74.81,16.39,Região Plana - Confortável para caminhar,1983.0,LINHA005,ESTACAO006
